id,diacritics,no_diacritics
51361,"Au aflat că am părinți săraci și că, în vacanțele de elevi, munceam pe șantiere ca să avem ce mânca.","Au aflat ca am parinti saraci si ca, in vacantele de elevi, munceam pe santiere ca sa avem ce manca."
111136,Unii lideri ai PSD și ALDE se distanțează de propunerile de modificare a Codului Fiscal..,Unii lideri ai PSD si ALDE se distanteaza de propunerile de modificare a Codului Fiscal..
178265,"New York Times a relatat la sfârșitul lunii decembrie că a descoperit patru aranjamente ce includ acuzații de hărțuire sexuală sau defăimare împotriva angajatorilor Vice, printre care și Creighton.","New York Times a relatat la sfarsitul lunii decembrie ca a descoperit patru aranjamente ce includ acuzatii de hartuire sexuala sau defaimare impotriva angajatorilor Vice, printre care si Creighton."
243721,"Luă harbuzul mai greu decît ea, îl trînti de pămînt de se desfăcu în o sută de bucăți.","Lua harbuzul mai greu decit ea, il trinti de pamint de se desfacu in o suta de bucati."
17491,"Aceasta ar putea însemna că ministrul de finanțe Wolfgang Schäuble, unul dintre cei mai influenți politicieni din UE și un apărător îndârjit al austerității, și-ar putea pierde poziția.","Aceasta ar putea insemna ca ministrul de finante Wolfgang Schauble, unul dintre cei mai influenti politicieni din UE si un aparator indarjit al austeritatii, si-ar putea pierde pozitia."
100696,"Așteptăm să transfere aici bune practici și să beneficiem de leadershipul deja demonstrat în zona de transformare și dezvoltare strategică”, a declarat Sergiu Manea, CEO al BCR.    “Elke Meier are setul necesar de cunoștințe, experiență și aptitudini personale pentru a susține și stimula cooperarea în cadrul băncii, în baza informațiilor financiare și de business relevante.","Asteptam sa transfere aici bune practici si sa beneficiem de leadershipul deja demonstrat in zona de transformare si dezvoltare strategica”, a declarat Sergiu Manea, CEO al BCR.    “Elke Meier are setul necesar de cunostinte, experienta si aptitudini personale pentru a sustine si stimula cooperarea in cadrul bancii, in baza informatiilor financiare si de business relevante."
213530,"euro, iar anul acesta va ajunge la circa 2,7-2,8 mld.","euro, iar anul acesta va ajunge la circa 2,7-2,8 mld."
129428,"euro într-un ansamblu de locuințe de lux aproape de Piața Victoriei astăzi, 00:06 Autor: Alina-Elena Vasiliu Terenul pe care se construiește acum proiectul are 1.000 de metri pătrați și a fost în trecut o parcare Citeste si: JLL: Valoarea medie a tranzacțiilor în imobiliare este de 25 mil.","euro intr-un ansamblu de locuinte de lux aproape de Piata Victoriei astazi, 00:06 Autor: Alina-Elena Vasiliu Terenul pe care se construieste acum proiectul are 1.000 de metri patrati si a fost in trecut o parcare Citeste si: JLL: Valoarea medie a tranzactiilor in imobiliare este de 25 mil."
34595,Lâna are folosințe multiple ca material termoizolant.,Lana are folosinte multiple ca material termoizolant.
345275,"Cumpănește pe samare O gospodărie-ntreagă. Maldăr de tărhaturi grele Cu dăsagi, căldări și pături Că de-abia pot sta subt ele Doi măgari voinici alături.","Cumpaneste pe samare O gospodarie-ntreaga. Maldar de tarhaturi grele Cu dasagi, caldari si paturi Ca de-abia pot sta subt ele Doi magari voinici alaturi."
108721,  “Noi facem toate testele în proporție de 80% folosind inteligența umană.,  “Noi facem toate testele in proportie de 80% folosind inteligenta umana.
40370,Bursa spaniolă este printre puținele din lume care nu și-a revenit complet după criza din 2007-2009.,Bursa spaniola este printre putinele din lume care nu si-a revenit complet dupa criza din 2007-2009.
86364,"„Reorganizăm afacerea, dar nu dăm oameni afară“ 12 sep 2013 Autor: Gabriel Razi Vezi galeria foto Galli Gallo este controlată, cu un pachet de 60% din acțiuni, de omul de afaceri Cătălin Muntean (42 de ani, foto), în prezent primar în localitatea Codlea.","„Reorganizam afacerea, dar nu dam oameni afara“ 12 sep 2013 Autor: Gabriel Razi Vezi galeria foto Galli Gallo este controlata, cu un pachet de 60% din actiuni, de omul de afaceri Catalin Muntean (42 de ani, foto), in prezent primar in localitatea Codlea."
366724,Aviația noastră a fost folosită pentru prima dată la stîrpirea buruienilor din culturile de cereale.,Aviatia noastra a fost folosita pentru prima data la stirpirea buruienilor din culturile de cereale.
177617,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.
71087,"Orange, care oferă servicii fixe doar în orașe pe baza unui contract care îi oferă acces la rețeaua de fibră opti­că a rivalilor de la Telekom, își con­tinuă astfel campania de a-și con­­vinge clienții care au deja servicii mobile să adauge și servicii fixe.","Orange, care ofera servicii fixe doar in orase pe baza unui contract care ii ofera acces la reteaua de fibra opti­ca a rivalilor de la Telekom, isi con­tinua astfel campania de a-si con­­vinge clientii care au deja servicii mobile sa adauge si servicii fixe."
36707,Poliția a recomandat tuturor să evite zona în cauză.,Politia a recomandat tuturor sa evite zona in cauza.
171184,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 19.12.2017.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 19.12.2017.
328024,Vom face acestor scumpi martiri funeralii mărețe.,Vom face acestor scumpi martiri funeralii marete.
45399,"Ninge în mai multe zone, iar drumarii au împrăștiat deja pe șosele 16 tone de material antiderapant, scrie News.ro.  Zeci de turiști au urcat, sâmbătă, la Bâlea Lac, la peste 2000 de metri, în Munții Făgăraș, pentru a se bucura de zăpadă.","Ninge in mai multe zone, iar drumarii au imprastiat deja pe sosele 16 tone de material antiderapant, scrie News.ro.  Zeci de turisti au urcat, sambata, la Balea Lac, la peste 2000 de metri, in Muntii Fagaras, pentru a se bucura de zapada."
143910,"O fuziune între PKO BP și Pekao este o soluție mai viabilă, în condițiile în care dimensiunea și strategia de business ale celor două instituții sunt asemănătoare, notează Michal Sobolewski, analist DM BOS.","O fuziune intre PKO BP si Pekao este o solutie mai viabila, in conditiile in care dimensiunea si strategia de business ale celor doua institutii sunt asemanatoare, noteaza Michal Sobolewski, analist DM BOS."
27064,"Departamentul american pentru Securitatea Internă i-a recomandat președintelui să anunțe noi restricții, mai punctuale, vizând cetățenii țărilor care nu acceptă schimburi de informații cu Statele Unite sau nu implementează măsuri de securitate.","Departamentul american pentru Securitatea Interna i-a recomandat presedintelui sa anunte noi restrictii, mai punctuale, vizand cetatenii tarilor care nu accepta schimburi de informatii cu Statele Unite sau nu implementeaza masuri de securitate."
59136,"Blaga zâmbea amar, dar vesel.","Blaga zambea amar, dar vesel."
187321,"După cină să dau la culcare, că pînă nu să face ziuă trebuie să fie-n tălpi.","Dupa cina sa dau la culcare, ca pina nu sa face ziua trebuie sa fie-n talpi."
288903,Păr bogat.,Par bogat.
167648,"În acest moment, la o cotație de aproximativ 14.200 dolari per bitcoin, valoarea de piață a întregii cantități de bitcoin este în jurul a 232 miliarde dolari.","In acest moment, la o cotatie de aproximativ 14.200 dolari per bitcoin, valoarea de piata a intregii cantitati de bitcoin este in jurul a 232 miliarde dolari."
299983,A aflat negustorimea că se clatină rău Kir Ianulea.,A aflat negustorimea ca se clatina rau Kir Ianulea.
73220,Economiștii vin să întărească acest mesaj.,Economistii vin sa intareasca acest mesaj.
137714,"Înadins. Să văd, mă ia-n brațe? Mă pupă, măcar o dată, pe spate, să zic? Nimic.","Inadins. Sa vad, ma ia-n brate? Ma pupa, macar o data, pe spate, sa zic? Nimic."
58179,El a fost apoi chemat la DNA pentru audieri și s-a declarat nevinovat.,El a fost apoi chemat la DNA pentru audieri si s-a declarat nevinovat.
58810,"Integrăm permanent noi atribute de digitalizare in procesele noastre operaționale, ne concentrăm pe simplificare și debirocratizare pentru a putea răspunde așteptărilor beneficarilor garanțiilor FNGCIMM – persoanele fizice, antreprenorii sau beneficiarii publici"", a declarat Alexandru Petrescu, Director General FNGCIMM.","Integram permanent noi atribute de digitalizare in procesele noastre operationale, ne concentram pe simplificare si debirocratizare pentru a putea raspunde asteptarilor beneficarilor garantiilor FNGCIMM – persoanele fizice, antreprenorii sau beneficiarii publici"", a declarat Alexandru Petrescu, Director General FNGCIMM."
206116,"Situația din Italia a apărut în anii fără creștere economică sau cu creștere redusă, dar băncile și-au fixat ținte clare pentru reducerea portofoliilor de credite neperformante.","Situatia din Italia a aparut in anii fara crestere economica sau cu crestere redusa, dar bancile si-au fixat tinte clare pentru reducerea portofoliilor de credite neperformante."
44404,"Potrivit sursei citate, din cauza ploilor puternice, în județul Argeș un copac a căzut pe carosabil, în localitatea Morărești.","Potrivit sursei citate, din cauza ploilor puternice, in judetul Arges un copac a cazut pe carosabil, in localitatea Moraresti."
43640,"Aceste socoteli au generat un val de ironii la adresa deputatului ALDE, declarațiile lui fiind comparate cu cele ale ministrului agriculturii, Petre Daia, care a adus mai multe elogii oii.","Aceste socoteli au generat un val de ironii la adresa deputatului ALDE, declaratiile lui fiind comparate cu cele ale ministrului agriculturii, Petre Daia, care a adus mai multe elogii oii."
124598,Această tendință este așteptată să continue.,Aceasta tendinta este asteptata sa continue.
116304,"Discounterul german Lidl menține astfel în prima parte a acestui an ritmul de creștere din 2016, unul dintre cele mai puternice din piață.","Discounterul german Lidl mentine astfel in prima parte a acestui an ritmul de crestere din 2016, unul dintre cele mai puternice din piata."
152331,"346 alin. 2 C.Pr. Pen. respinge ca nefondate cererile și excepțiile ridicate de inculpații Adamescu Dan Grigore, Toncescu Angela, Baltă Tudor, Buzoianu Constantin, Constantinescu Dan, Popa Daniela.","346 alin. 2 C.Pr. Pen. respinge ca nefondate cererile si exceptiile ridicate de inculpatii Adamescu Dan Grigore, Toncescu Angela, Balta Tudor, Buzoianu Constantin, Constantinescu Dan, Popa Daniela."
375123,"Cititor pasionat, el era unul din cei mai adînci cunoscători ai limbii și literaturii noastre.","Cititor pasionat, el era unul din cei mai adinci cunoscatori ai limbii si literaturii noastre."
88673,"Vânzările din Italia, Germania și Belgia reprezintă în jur de 10% din cifra de afaceri a companiei, potrivit reprezentanților Piccolo Angelo.","Vanzarile din Italia, Germania si Belgia reprezinta in jur de 10% din cifra de afaceri a companiei, potrivit reprezentantilor Piccolo Angelo."
268259,Împărăția turcească asupra noastră se năvălește.,Imparatia turceasca asupra noastra se navaleste.
15965,"Supranumită „Mutti” („mama”), ironizată din cauza stilului ei blajin, Angela Merkel are „un secret”, aprecia în 2015 filosoful Peter Sloterdijk: ea răspunde ca nimeni altcineva „dorinței arzătoare de normalitate” a germanilor, încercați de istoria lor dureroasă și circumspecți față de situația în lume.","Supranumita „Mutti” („mama”), ironizata din cauza stilului ei blajin, Angela Merkel are „un secret”, aprecia in 2015 filosoful Peter Sloterdijk: ea raspunde ca nimeni altcineva „dorintei arzatoare de normalitate” a germanilor, incercati de istoria lor dureroasa si circumspecti fata de situatia in lume."
93442,"Însă un studiu elaborat de vice­guvernatorul Liviu Voinea arată că in­vestițiile în regiune București – Ilfov înseamnă peste 40% din PIB, în vreme ce în alte regiuni precum Nord-Est sau Oltenia ele sunt la sub 20% din PIB, scăzând după intergarea în UE.","Insa un studiu elaborat de vice­guvernatorul Liviu Voinea arata ca in­vestitiile in regiune Bucuresti – Ilfov inseamna peste 40% din PIB, in vreme ce in alte regiuni precum Nord-Est sau Oltenia ele sunt la sub 20% din PIB, scazand dupa intergarea in UE."
46340,Kim Jong-nam era un critic al regimului din Coreea de Nord și trăia în exil.,Kim Jong-nam era un critic al regimului din Coreea de Nord si traia in exil.
282674,"Cînd l-a ajuns arsura la os, a sărit din somn, răcnind ca un taur.","Cind l-a ajuns arsura la os, a sarit din somn, racnind ca un taur."
315861,Am adunat țărînă dimprejur și am umplut năframa.,Am adunat tarina dimprejur si am umplut naframa.
34113,Tranzacția va fi încheiată până la sfârșitul săptămânii.,Tranzactia va fi incheiata pana la sfarsitul saptamanii.
319434,"Acuși iar, acuși. Îl văd c-a să-mi vie Drăguș la căuș!","Acusi iar, acusi. Il vad c-a sa-mi vie Dragus la caus!"
60863,Momentan Dacia este printre foarte puținele mărci care oferă numai airbaguri frontale și laterale.,Momentan Dacia este printre foarte putinele marci care ofera numai airbaguri frontale si laterale.
56350,"Pe de altă parte, alegerile anticipate din Marea Britanie nu au dus la întărirea poziției politice a premierei Theresa May, așa cum se aștepta.","Pe de alta parte, alegerile anticipate din Marea Britanie nu au dus la intarirea pozitiei politice a premierei Theresa May, asa cum se astepta."
2272,"În 2015, pensia sa a crescut de aproape patru ori.","In 2015, pensia sa a crescut de aproape patru ori."
202573,"China, unde domină investitorii de retail, a fost lovită cel mai puternic.","China, unde domina investitorii de retail, a fost lovita cel mai puternic."
158238,"Cheltuielile se majorează cu 795 milioane lei, în principal pentru plata drepturilor de asistență socială (pensii și ajutoare, drepturi de creștere copil, indemnizații pentru persoane persecutate din motive etnice, etc) concomitent cu diminuarea transferurilor de echilibrare către bugetul asigurărilor sociale de stat cu suma de 596,6 milioane lei; - Ministerul Finanțelor Publice : +426,6 milioane lei, în principal, pentru plata drepturilor salariale, precum și pentru plata despăgubirilor acordate în baza legilor de restituire a proprietăților; - Ministerul Justiției : +357,4 milioane lei, în principal, pentru plata drepturilor salariale, precum și pentru plata hotărârilor judecătorești având ca obiect acordarea de daune - interese moratorii sub forma dobânzii legale; - Serviciul Român de Informații : +298,9 milioane lei, în principal pentru plata drepturilor salariale și a pensiilor militare de stat, precum și pentru programe majore de achiziții derulate de instituție; - Ministerul pentru Mediul de Afaceri, Comerț și Antreprenoriat : +247,9 milioane lei per sold în principal pentru finanțarea programelor de sprijinire întreprinderilor mici și mijlocii (250 milioane lei);  Ministerul Public: +203,5 milioane lei pentru plata drepturilor salariale; - Secretariatul General al Guvernului : +181,9 milioane lei, în principal pentru salarizarea personalului clerical aparținând cultelor religioase recunoscute în România.","Cheltuielile se majoreaza cu 795 milioane lei, in principal pentru plata drepturilor de asistenta sociala (pensii si ajutoare, drepturi de crestere copil, indemnizatii pentru persoane persecutate din motive etnice, etc) concomitent cu diminuarea transferurilor de echilibrare catre bugetul asigurarilor sociale de stat cu suma de 596,6 milioane lei; - Ministerul Finantelor Publice : +426,6 milioane lei, in principal, pentru plata drepturilor salariale, precum si pentru plata despagubirilor acordate in baza legilor de restituire a proprietatilor; - Ministerul Justitiei : +357,4 milioane lei, in principal, pentru plata drepturilor salariale, precum si pentru plata hotararilor judecatoresti avand ca obiect acordarea de daune - interese moratorii sub forma dobanzii legale; - Serviciul Roman de Informatii : +298,9 milioane lei, in principal pentru plata drepturilor salariale si a pensiilor militare de stat, precum si pentru programe majore de achizitii derulate de institutie; - Ministerul pentru Mediul de Afaceri, Comert si Antreprenoriat : +247,9 milioane lei per sold in principal pentru finantarea programelor de sprijinire intreprinderilor mici si mijlocii (250 milioane lei);  Ministerul Public: +203,5 milioane lei pentru plata drepturilor salariale; - Secretariatul General al Guvernului : +181,9 milioane lei, in principal pentru salarizarea personalului clerical apartinand cultelor religioase recunoscute in Romania."
246105,Înaltele idealuri ale comunarzilor din Paris ș-au găsit triumful în victoria Marii Revoluții Socialiste din Octombrie.,Inaltele idealuri ale comunarzilor din Paris s-au gasit triumful in victoria Marii Revolutii Socialiste din Octombrie.
84985,"„Problemele în sistemul de sănătate sunt grave, din nefericire se adâncesc cu fiecare zi.","„Problemele in sistemul de sanatate sunt grave, din nefericire se adancesc cu fiecare zi."
218777,La fîntîna cea de piatră Judecă-un fecior pe-o fată.,La fintina cea de piatra Judeca-un fecior pe-o fata.
63909,"Compania aeroportuară Conpenhagen Airports, achiziționată de două fonduri de pensii într-o tranzacție de 1,6 miliarde dolari vineri, 00:00 Autor: Catalina Apostoiu Aeroportul Kastrup, care deservește Copenhaga Un fond de pensii canadian și unul danez, Ontario Teachersí Pension Plan (OTTP) și ATP, au achiziționat o participație de 57,7% din Copenhagen Airports (CPH) de la compania australiană Macquarie în schimbul a aproximativ 9,8 mld.","Compania aeroportuara Conpenhagen Airports, achizitionata de doua fonduri de pensii intr-o tranzactie de 1,6 miliarde dolari vineri, 00:00 Autor: Catalina Apostoiu Aeroportul Kastrup, care deserveste Copenhaga Un fond de pensii canadian si unul danez, Ontario Teachersi Pension Plan (OTTP) si ATP, au achizitionat o participatie de 57,7% din Copenhagen Airports (CPH) de la compania australiana Macquarie in schimbul a aproximativ 9,8 mld."
247633,Mă faci să vorbesc singură cu toți indivizii...,Ma faci sa vorbesc singura cu toti indivizii...
342157,"Mintea... poate mult, căci cunoaște cît poate.","Mintea... poate mult, caci cunoaste cit poate."
290366,"Plîng tilingi, tălăngi răspund, Soarele apune, - Glas de bucium sună-n fund Ca o rugăciune.","Pling tilingi, talangi raspund, Soarele apune, - Glas de bucium suna-n fund Ca o rugaciune."
309301,Toate gîndurile lui se abătură asupra acestei vieți curate.,Toate gindurile lui se abatura asupra acestei vieti curate.
58957,1940. S-a născut muzicianul Manfred Mann.,1940. S-a nascut muzicianul Manfred Mann.
205840,Însă dezvrăjirea acestora apare tocmai atunci când primesc o supradoză comercială și își pierd autenticul.,Insa dezvrajirea acestora apare tocmai atunci cand primesc o supradoza comerciala si isi pierd autenticul.
131628,"Primăria Capitalei precizează, totodată, că este deschisă colaborării cu societatea civilă, alocând în fiecare an bugete importante pentru sprijinirea proiectelor propuse de ONG-uri.","Primaria Capitalei precizeaza, totodata, ca este deschisa colaborarii cu societatea civila, alocand in fiecare an bugete importante pentru sprijinirea proiectelor propuse de ONG-uri."
54920,Cel puțin un polițișt și trei protestatari au fost răniți în urma ciocnirilor violente.,Cel putin un politist si trei protestatari au fost raniti in urma ciocnirilor violente.
254461,Am asistat la înființarea Societății literare și a societății Frăția și la răscularea de la 1848.,Am asistat la infiintarea Societatii literare si a societatii Fratia si la rascularea de la 1848.
176567,lei în noiembrie 2016 la 109 mld.,lei in noiembrie 2016 la 109 mld.
58797,"Ministrul rus de Externe: Sistemul american de apărare antirachetă subminează stabilitatea globală astăzi, 14:49 Autori: Andrei Ionascu , Mediafax Pașii făcuți de Statele Unite pentru desfășurarea unui sistem de apărare antirachetă la nivel global subminează stabilitatea strategică, a declarat vineri ministrul rus de Externe, Serghei Lavrov, relatează site-ul agenției Tass.","Ministrul rus de Externe: Sistemul american de aparare antiracheta submineaza stabilitatea globala astazi, 14:49 Autori: Andrei Ionascu , Mediafax Pasii facuti de Statele Unite pentru desfasurarea unui sistem de aparare antiracheta la nivel global submineaza stabilitatea strategica, a declarat vineri ministrul rus de Externe, Serghei Lavrov, relateaza site-ul agentiei Tass."
318204,Un altar ce se doboară Cînd vin trăsnete de sus!,Un altar ce se doboara Cind vin trasnete de sus!
196480,"În decembrie 2017, Comisia Europeană a informat statele membre despre faptul că legislația secundară privind sistemul de trasabilitate a tutunului a fost adoptată, informație publicată și pe website-ul DG SANTE – a se urmări linkul https://ec.europa.eu/health/tobacco/tracking_tracing_system_en .","In decembrie 2017, Comisia Europeana a informat statele membre despre faptul ca legislatia secundara privind sistemul de trasabilitate a tutunului a fost adoptata, informatie publicata si pe website-ul DG SANTE – a se urmari linkul https://ec.europa.eu/health/tobacco/tracking_tracing_system_en ."
87244,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 12.10.2017.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 12.10.2017.
50982,"Cei mai bogați oameni ai Americii nu numai că pot trăi cu câțiva ani în plus, dar beneficiază în același timp de un „premiu“ financiar pentru longevitatea lor, grație contribuabililor americani.","Cei mai bogati oameni ai Americii nu numai ca pot trai cu cativa ani in plus, dar beneficiaza in acelasi timp de un „premiu“ financiar pentru longevitatea lor, gratie contribuabililor americani."
215338,"   		    	  	  			   De asemenea, Teodorovici a precizat că va stabili o întâlnire cu guvernatorul BNR, Mugur Isărescu, pentru a discuta despre inflație, cursul valutar și nivelul ROBOR.","   		    	  	  			   De asemenea, Teodorovici a precizat ca va stabili o intalnire cu guvernatorul BNR, Mugur Isarescu, pentru a discuta despre inflatie, cursul valutar si nivelul ROBOR."
25359,"Președintele Comisiei parlamentare de control al activității SRI, Claudiu Manda, a declarat că fostul parlamentar Sebastian Ghiță ar putea fi audiat prin sistem de videoconferință, ca urmare a dorinței acestuia, scrie Agerpres .","Presedintele Comisiei parlamentare de control al activitatii SRI, Claudiu Manda, a declarat ca fostul parlamentar Sebastian Ghita ar putea fi audiat prin sistem de videoconferinta, ca urmare a dorintei acestuia, scrie Agerpres ."
205636,"euro pentru refinanțare și noi investiții astăzi, 00:05 Autor: Dan Grigore Ivan Acționarii Ropharma (RPH), companie controlată de omul de afaceri Mihai Miron, sunt chemați pentru a aproba contractarea unor credite de investiții de 13,777 mil.","euro pentru refinantare si noi investitii astazi, 00:05 Autor: Dan Grigore Ivan Actionarii Ropharma (RPH), companie controlata de omul de afaceri Mihai Miron, sunt chemati pentru a aproba contractarea unor credite de investitii de 13,777 mil."
152207,"Patronul media Adrian Sârbu a ajuns la Comisia SRI, acolo unde a fost invitat după dezvăluirile făcute de fostul colonel SRI, Daniel Dragomir.","Patronul media Adrian Sarbu a ajuns la Comisia SRI, acolo unde a fost invitat dupa dezvaluirile facute de fostul colonel SRI, Daniel Dragomir."
112904,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.
396584,Clasificarea oamenilor în pesimiști și nepesimiști... nu poate fi decît relativă.,Clasificarea oamenilor in pesimisti si nepesimisti... nu poate fi decit relativa.
282550,Avem o armă minunată - arma criticii și autocriticii. Ea este mijlocul principal de lichidare a greșelilor și de îmbunătățire a muncii.,Avem o arma minunata - arma criticii si autocriticii. Ea este mijlocul principal de lichidare a greselilor si de imbunatatire a muncii.
186071,"RCS&RDS va lansa serviciile de telefonie mobilă din Ungaria în iunie astăzi, 13:59 Autor: Adrian Seceleanu Compania de cablu RCS&RDS, lider al pieței de servicii de televiziune și internet fix din România, va lansa servicii de telefonie mobilă și pe piața din Ungaria în luna iunie sub brandul Digi, după mai multe amânări, scrie cotidianul de business Világgazdaság.","RCS&RDS va lansa serviciile de telefonie mobila din Ungaria in iunie astazi, 13:59 Autor: Adrian Seceleanu Compania de cablu RCS&RDS, lider al pietei de servicii de televiziune si internet fix din Romania, va lansa servicii de telefonie mobila si pe piata din Ungaria in luna iunie sub brandul Digi, dupa mai multe amanari, scrie cotidianul de business Vilaggazdasag."
49398,"Pentru a putea avea acces la informatii trebuie să vă abonați la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Bănci, Retail, Agricultură, Energie și altele) - vezi prezentarea video a ZFCorporate .","Pentru a putea avea acces la informatii trebuie sa va abonati la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Banci, Retail, Agricultura, Energie si altele) - vezi prezentarea video a ZFCorporate ."
323792,"Principialitatea este dușmanul familiarismului, al fățărniciei, al lingușirii, al favoritismului și al toleranței reciproce, la care se dedau oamenii, uitînd de îndatoririle sociale.","Principialitatea este dusmanul familiarismului, al fatarniciei, al lingusirii, al favoritismului si al tolerantei reciproce, la care se dedau oamenii, uitind de indatoririle sociale."
361971,"Boccegii, și popi, și slujnicari... venind, ducîndu-se, întorcîndu-se, ghiontindu-se și călcîndu-se...","Boccegii, si popi, si slujnicari... venind, ducindu-se, intorcindu-se, ghiontindu-se si calcindu-se..."
131324,"În această sumă nu sunt incluse sporuri și alte adaosuri”, se arată într-un comunicat remis MEDIAFAX.","In aceasta suma nu sunt incluse sporuri si alte adaosuri”, se arata intr-un comunicat remis MEDIAFAX."
364301,Piciorul de lemn și cîrja sună în pietre... dar în mers are o stranie sprinteneală.,Piciorul de lemn si cirja suna in pietre... dar in mers are o stranie sprinteneala.
101096,"Așa că, cei doi savanți din Kyoto au fost foarte surprinși să observe cum una dintre femelele din grupul pe care-l urmăreau a născut brusc, în timp ce petrecea cu alți 20 de cimpanzei.  Observatorii nici măcar nu sesizaseră că respectiva femelă, care făcea parte din grup de mai bine de doi ani, era însărcinată.","Asa ca, cei doi savanti din Kyoto au fost foarte surprinsi sa observe cum una dintre femelele din grupul pe care-l urmareau a nascut brusc, in timp ce petrecea cu alti 20 de cimpanzei.  Observatorii nici macar nu sesizasera ca respectiva femela, care facea parte din grup de mai bine de doi ani, era insarcinata."
86612,"Schaeuble, temutul ministru de finanțe al Germaniei, se retrage.","Schaeuble, temutul ministru de finante al Germaniei, se retrage."
327282,"Una cu vin îl stropea, Una carne că-i frigea.","Una cu vin il stropea, Una carne ca-i frigea."
344772,"Noaptea, în aste locuri, n-are de loc tăcere; Totul se mișcă, umblă.","Noaptea, in aste locuri, n-are de loc tacere; Totul se misca, umbla."
114539,Categoriile dezavantajate Experții independenți atrag prezinte alte calcule.,Categoriile dezavantajate Expertii independenti atrag prezinte alte calcule.
164010,"Aceeași publicație menționează că procuratura de a demarat o anchetă, iar poliția urmează să stabilească dacă focul a fost pus intenționat.","Aceeasi publicatie mentioneaza ca procuratura de a demarat o ancheta, iar politia urmeaza sa stabileasca daca focul a fost pus intentionat."
64355,"Pentru a putea avea acces la informatii trebuie să vă abonați la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Bănci, Retail, Agricultură, Energie și altele) - vezi prezentarea video a ZFCorporate .","Pentru a putea avea acces la informatii trebuie sa va abonati la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Banci, Retail, Agricultura, Energie si altele) - vezi prezentarea video a ZFCorporate ."
11554,Fiecare muncă făcută cu dăruire este văzută bine de Dumnezeu și are o mare valoare.,Fiecare munca facuta cu daruire este vazuta bine de Dumnezeu si are o mare valoare.
133998,Candidatura Slovaciei pentru Eurogroup amenință armonia stabilită între diverse grupuri politice din UE chiar înainte de desfășurarea următoarei rude de selecție pentru unele dintre cele importante posturi din UE.,Candidatura Slovaciei pentru Eurogroup ameninta armonia stabilita intre diverse grupuri politice din UE chiar inainte de desfasurarea urmatoarei rude de selectie pentru unele dintre cele importante posturi din UE.
89210,"Ar putea fi doar un idiot util, împins în acest rol de situația-i tot mai disperată.","Ar putea fi doar un idiot util, impins in acest rol de situatia-i tot mai disperata."
319963,"Ce nu putură scoate la cale domnii cei mari și învățați, o fată de țăran o să ducă la îndeplinire!","Ce nu putura scoate la cale domnii cei mari si invatati, o fata de taran o sa duca la indeplinire!"
270031,Se grăbi a scrie sultanului... că nervul oștilor e cu dînsul.,Se grabi a scrie sultanului... ca nervul ostilor e cu dinsul.
315148,"Domnule maior, se dezrobește țara.","Domnule maior, se dezrobeste tara."
299596,"intră într-un zăvoi de plute... unde, întîrziindu-se cîtva sub umbră, e apucat... de zăgazurile de la moara pitarului.","intra intr-un zavoi de plute... unde, intirziindu-se citva sub umbra, e apucat... de zagazurile de la moara pitarului."
147319,"Cu toate acestea, și oferta de candidați din piață, în ansamblu, a scăzut în ultimii câțiva ani, observă 77% dintre companiile respondente, în timp ce 5% consideră că a stagnat sau, respectiv, că a crescut ușor.","Cu toate acestea, si oferta de candidati din piata, in ansamblu, a scazut in ultimii cativa ani, observa 77% dintre companiile respondente, in timp ce 5% considera ca a stagnat sau, respectiv, ca a crescut usor."
385966,M-am gheboșat asupra cărțuliei mele ș-am izbutit îndată să scot din ceață... povestirile pentru copii ale lui Creangă.,M-am ghebosat asupra cartuliei mele s-am izbutit indata sa scot din ceata... povestirile pentru copii ale lui Creanga.
242812,Înmărmurit de groază. Țipete de groază.,Inmarmurit de groaza. Tipete de groaza.
225440,"Clădirea se înălțase în văzduhuri, triunghiulară, ca un bot de navă.","Cladirea se inaltase in vazduhuri, triunghiulara, ca un bot de nava."
252329,Acel soare... varsă lumină încălzitoare.,Acel soare... varsa lumina incalzitoare.
329414,Nu mai știa ce are la casa lui.,Nu mai stia ce are la casa lui.
397341,Restaurantul era gol.,Restaurantul era gol.
