	Score	Sent1	Sent2
4900	2.25	Fortele israeliene au arestat 2 oameni in raidul din Hebron	Credibilitatea israeliana in joc cu privire la provocarea nucleara a Iranului
4901	1.4	Egiptenii voteaza asupra constitutiei sustinute de islamisti	„Un judecator la urne ii insturieste pe alegatori in votul constitutiei Egiptului”
4902	0.0	Mexicul isi oficiaza presedintele pe fondul protestelor violente	Fostul guvernator din New Mexico, Richardson, urgenteaza interdictia de testare din Coreea de Nord
4903	4.0	Elicopter se prabuseste langa gara din Londra	Un elicopter se prabuseste in Londra
4904	3.8	Capitala indoneziana se roaga pentru un sistem de metrou care ar usura traficul haotic	"Jakarta ""se roaga"" pentru un sistem de metrou care ar usura traficul haotic"
4905	4.0	Avioane japoneze au zburat in noua zona de aparare a Chinei	Avioanele militare japoneze si coreene sfideaza noua zona de aparare a Chinei
4906	1.2	Supravietuitorii taifunului iau cu asalt magazinele filipineze	Taifunul Bopha ucide 15 oameni in Filipine
4907	3.2	Masina capcana raneste 15 in fortareata Hezbollah din Liban	Masina capcana zguduie fortareata Hezbollah din Liban
4908	0.6	RF FM solicita opozitiei siriene sa asiste la eliberarea imediata a tuturor strainilor capturati in Siria	Candidatul opozitiei din Coreea de Sud acopera decalajul din sondaje
4909	0.6	Cinci morti, 40 disparuti in dezastrul feroviar din Canada	8 morti, 11 disparuti in alunecarea de teren din sud-vestul Chinei
4910	4.6	Senatul SUA o confirma pe Janet Yellen in functia de sef al Rezervei Federale SUA	Senatul o confirma pe Janet Yellen ca urmatoarea presedinta a Rezervei Federale
4911	3.4	Khan Said a fost numit noul lider al talibanilor pakistanezi dupa ce Hakimullah Mehsud a fost ucis intr-un atac cu drone	Seful talibanilor pakistanezi Hakimullah Mehsud a fost ucis intr-un atac cu drone
4912	2.2	Cel putin 66 de oameni ucisi in explozii cauzate de bombe in Irak	Cel putin 47 ucisi in explozii Baquba
4913	1.0	Rusia distruge peste 75% din stocul sau de arme chimice	Marea Britanie gaseste dovezi cum ca Assad ar fi folosit arme chimice
4914	0.6	Numarul victimelor in curtremurul din Iran in crestere	Numarul mortilor in randul ostaticilor din Algeria creste
4915	0.8	Suarez pregatit pentru a reveni in Cupa	Francezii pregatiti de lupte terestre in Mali
4916	0.6	Echipa Maldivelor in India va supraveghea o alegere	Incepe marturia in procesul fostului ministru de externe Liberman
4917	3.2	Numarul mortilor creste la 6, pe masura ce furtuna Xaver loveste nordul Europei	Numarul mortilor in urma furtunii creste pe masura ce vantul si ploaia lovesc nordul Europei
4918	3.6	Pakistanul elibereaza un prizonier taliban afgan de rang superior	Pakistanul elibereaza sapte luptatori talibani afgani
4919	2.2	Reactii mixte fata de casatoriile homosexuale din Noua Zeelanda	Noua Zeelanda legalizeaza casatoria intre persoane de acelasi sex
4920	3.8	Prezentatorul meteo la TV, Fred Talbot, a fost arestat din cauza unor acuzatii de abuz sexual	Prezentatorul meteo Fred Talbot a fost retinut pentru „abuz sexual”
4921	3.0	Atac cu drone american ucide 5 persoane in Pakistan	Atac pakistanez cu drone ucide cel putin sase persoane
4922	3.0	Cladire se prabuseste in India; se crede ca 25 sunt blocati	Prabusirea cladirii din India ucide 14; zeci de blocati
4923	1.2	Shebab din Somalia isi asuma raspunderea pentru atacul din centrul comercial din Nairobi	Rebelii sirieni isi asuma responsabilitatea pentru uciderile din Liban
4924	4.0	Trupele siriene avanseaza intr-un oras strategic detinut de rebeli	Armata siriana avanseaza cu atacul asupra unui oras detinut de rebeli
4925	2.8	Israelul este de acord sa elibereze prizonierii palestinieni	Israelul elibereaza inca 26 de prizonieri palestinieni
4926	3.6	Zeci de morti in ciocnirile izbucnite la mitingul lui Morsi din Cairo	Peste 70 de morti in ciocnirile de la mitingurile lui Morsi din Egipt
4927	4.8	Protestatarii opozitiei thailandeze incep inchiderea Bangkokului	Protestatarii thailandezi lanseaza „inchiderea” Bangkokului
4928	3.8	Conductorul spaniol al trenului implicat in accidentul feroviar va fi audiat	Conductorul spaniol Garzon va fi audiat de judecator
4929	4.0	Franta saluta progresul dupa acordul SUA-Rusia privind armele siriene	Franta saluta acordul SUA-Rusia privind Siria
4930	4.0	Soldat ISAF ucis in „atacul din interior” afgan	Soldat britanic impuscat mortal in urma unui „atac din interior” afgan
4931	3.4	Aproximativ 60 de persoane strivite in invalmaseala din Coasta de Fildes	61 de morti in invalmaseala din Coasta de Fildes
4932	2.8	Cautarile in cazul prabusirii elicopterului din Glasgow se incheie	Prabusirea elicopterului din Glasgow: Cel putin sase morti
4933	1.2	Trei morti in urma unui atac cu bomba la maraton in S.U.A.	Talibanii neaga implicarea in atacul cu bomba de la maratonul din Boston
4934	5.0	Turista elvetiana violata in grup in India	Turista elvetiana violata in grup in India
4935	2.8	India se pregateste pentru a rezista unui ciclon masiv	India emite alerta rosie pentru ciclonul Phailin
4936	3.4	Se crede ca masurile disciplinare luate fata de studentul ucigas ar fi provocat impuscaturile din Colorado	Masurile disciplinare fata de student considerate a fi motivul cheie
4937	1.2	Numeroase persoane ucise in urma prabusirii unui tunel rutier din Japonia	Numeroase persoane ucise intr-un atac aerian sirian
4938	3.8	Niciun plan de a inchide pompele de benzina noaptea spune Moily	Guvernul Indiei respinge propunerea de a inchide pompele de benzina noaptea
4939	3.8	Clinton urmeaza sa depuna marturie luna aceasta asupra atacului din Benghazi	Clinton se intoarce la lucru, intentioneaza sa depuna marturie despre atacul din Benghazi
4940	0.6	Zeci de mii de ucraineni protesteaza la Kiev	Zeci de mii se aduna pentru a vota in Bhutan
4941	3.6	Karzai urmeaza sa viziteze Pakistanul pentru negocierile de pace ale talibanilor	Presedintele afgan extinde vizita in Pakistan pentru discutii cu talibanii
4942	4.0	Hotii fura scaunul cu rotile personalizat al inotatorului Canalului Manecii	Hotii fura scaunul cu rotile al inotatorului Canalului Manecii
4943	4.6	Trei morti in urma unui accident rutier in Tiananmen	Trei ucisi intr-un accident rutier in Piata Tiananmen
4944	2.2	Actiunile din Singapore deschid in scadere vineri	Actiunile din Singapore deschid in crestere joi
4945	2.6	Obama se angajeaza sa reanimeze economia	Obama preseaza Congresul sa ia masuri economice
4946	2.4	Doua cutremure au lovit nord-vestul Chinei, 11 morti	Cutremure gemene ucid 89 de persoane in China
4947	3.2	„Whitey” Bulger a primit doua termene consecutive de condamnare pe viata	Whitey Bulger primeste inchisoare viata pentru fraude, crime
4948	5.0	Fortele kenyene au provocat prabusirea mall-ului	Un oficial spune ca fortele kenyene au provocat prabusirea mall-ului
4949	1.4	Misiunile pakistaneze din Emiratele Arabe Unite se pregatesc pentru alegeri	Partidele islamiste din Egipt se unesc pentru alegeri
4950	3.0	Numarul victimelor din Bangladesh in urma dezastrului cladirii depaseste 500	Prabusirea cladirii din Bangladesh: numarul victimelor urca la 580
4951	3.8	Criza ostaticilor din Algeria se incheie; numarul victimelor este neclar	Criza ostaticilor din Algeria se termina intr-o baie de sange
4952	2.8	Ministerul Egiptului solicita din nou incetarea protestelor pro-Morsi	Egipt: Copil ucis in ciocnirile din Cairo dupa protestul pro-Morsi
4953	3.2	Mandela din Africa de Sud a fost dus la spital	Africa de Sud: Mandela ramane in spital
4954	3.0	Yuanul Chinei se apreciaza la 6.2689 fata de USD	Yuanul Chinei se apreciaza la un nou maxim fata de USD
4955	2.2	Politia interogeaza persoana implicata in accidentul letal cu masina de pe faleza din LA	Politistii aresteaza suspectul atacului letal cu masina din LA
4956	3.0	Politia turceasca antirevolta trage cu gaze lacrimogene in protestatarii din Piata Taksim	Politia turceasca antirevolta intra in Piata Taksim
4957	5.0	Impuscaturile din Chicago Arata o Lipsa in Actiunile Intensificate ale Politiei	Impuscaturile din Chicago arata o lipsa in actiunile intensificate ale politiei
4958	0.0	Oficiali federali solicita obligativitatea comunicarii masina-la-masina a informatiilor de siguranta	Guatemala anuleaza condamnarea de genocid a fostului dictator
4959	1.2	Coreea de Nord refuza oferta de a purta discutii	Coreea de Nord lanseaza 2 rachete
4960	5.0	Printul Charles „il compara pe Putin cu Hitler”	Printul Charles „il compara pe Vladimir Putin cu Adolf Hitler”
4961	0.0	Iranul avertizeaza impotriva interventiei militare in Irak	Explozie langa aeroportul militar din Damasc
4962	1.2	Prim-ministrul Israelului il acuza pe presedintele Iranului de ipocrizie	Prim-ministrul grec acuza coalitia de ipocrizie
4963	2.8	Confruntari intre politie si tineri din Cairo dupa protestul anti-Morsi	Egipt: confruntari intre politie si protestatarii pro-Morsi
4964	2.4	Diplomati de top se intalnesc in München intr-un moment critic	Diplomati de top discuta despre programul nuclear al Iranului
4965	1.2	Ecuador i-a incredintat lui Snowden „un document de refugiat”	Snowden pregatit sa zboare din Moscova
4966	2.2	Mesajul presedintelui NA de Ziua Mondiala a Libertatii Presei	Pakistanul marcheaza Ziua Mondiala a Libertatii Presei
4967	3.6	Ministrii de externe ai UE vor discuta despre embargoul asupra armelor din Siria	Ministrii de externe ai UE cauta o solutie pentru armele din Siria
4968	3.6	Numarul victimelor cutremurului din Filipine creste la 185	Numarul victimelor cutremurului din Filipine creste la 144
4969	4.0	Actiuni de urmarit la inchiderea de luni	Actiuni de urmarit luni
4970	3.2	Avioanele armatei ucid 38 de militanti in raidurile aeriene din nord vestul Pakistanului	Drona americana ucide 4 militanti in Pakistan
4971	4.0	Politia egipteana trage gaze lacrimogene asupra protestatarilor din Cairo	Politia foloseste gaze lacrimogene asupra protestatarilor din Cairo
4972	1.4	Filipine aresteaza al doilea senator pentru coruptie	Filipine isi revine dupa un puternic taifun
4973	1.4	Trimisul german optimist cu privire la discutiile Iran-G5 + 1	Iranul este „rezervat optimist” cu privire la viitoarele discutii nucleare
4974	4.6	Renumitul chitarist spaniol de flamenco Paco De Lucia a murit	Chitaristul spaniol de flamenco Paco de Lucia moare la 66 de ani
4975	2.0	Spargatorul de gheata isi modifica traiectoria catre obiectele suspecte	Avion de cautare chinez descopera „obiecte suspecte”
4976	5.0	Snowden se loveste de obstacole in cautare de azil politic	Obstacolele intalnite de Snowden in cautarea azilului politic
4977	2.8	Numarul victimelor in prabusirea cladirii din sudul Indiei se ridica la 47	4 morti in prabusirea cladirii din sudul Indiei
4978	1.4	Pakistanul impune interzicerea temporara a 2 canale TV	Pakistanul anuleaza dosarul impotriva agentului FBI
4979	1.0	Prizonierii palestinieni ajung la Muqata in Ramallah	Prizonier pakistanez agresat in inchisoarea Jammu
4980	1.0	10 morti, cinci raniti in accidentul rutier din sud-vestul Chinei	5 raniti in accidentul rutier din orasul Gaza
4981	1.8	Junta thailandeza aduna fortele de securitate pentru a inabusi protestele din Bangkok	Fortele de securitate ale juntei thailandeze raman in cazarme pe masura ce protestele se diminueaza
4982	0.2	Aso refuza sa demisioneze in urma comentariilor naziste	Primul ministru spaniol refuza sa demisioneze pe seama scandalului de coruptie
4983	2.0	Exploziile au ucis 29 de persoane in exteriorul a doua moschei din Tripoli, Liban	2 explozii zdruncina un oras din nordul Libanului
4984	1.6	Avioane de vanatoare pakistaneze bombardeaza „ascunzatorile talibanilor”	Pakistanul doreste oprirea aprovizionarii cu arme catre partile siriene
4985	3.0	Oameni inarmati ucid opt persoane in al doilea atac din Kenya	Oameni inarmati „ucid 15 persoane” in al doilea atac din Kenya
4986	2.4	SUA reia cautarea marinarilor britanici disparuti	Garda de Coasta SUA suspenda cautarea marinarilor britanici disparuti
4987	3.0	Atacurile irakiene cu bomba ucid cel putin 13 persoane	O masina capcana irakiana ucide cel putin 14 persoane in apropierea unei biserici
4988	2.4	Fortele Egiptului vor bloca accesul la taberele de protestatari Morsi	Fortele egiptene se mobilizeaza pentru a elimina taberele de protestatari pro-Morsi
4989	5.0	Autoarea Nobel Doris Lessing moare la 94 de ani	Laureata Premiului Nobel Doris Lessing moare la 94 de ani
4990	0.0	Seful partidului de opozitie din Japonia critica politicile economice ale lui Abe	Partidul de opozitie MDC din Zimbabwe contesta victoria lui Robert Mugabe in alegeri
4991	4.8	3 suspecti arestati in cazul atacului cu bomba din Boston	Politia din Boston spune ca 3 au fost arestati in atacul cu bomba de la maraton
4992	2.4	Seful opozitiei din Ucraina doreste mai multe proteste	Protestatarii din Ucraina au rasturnat statuia lui Lenin
4993	1.0	Regina ii aduce un omagiu lui Nelson Mandela	Fratia de rugby din Africa de Sud il plange pe Mandela
4994	0.4	Scadere moderata pe pietele bursiere din SUA	Vanzarea tehnologica a dus la scaderea actiunilor asiatice
4995	2.6	1 mort si 10 raniti in cea mai recenta violenta anti-musulmana din Birmania	Stiri internationale | Asia, Myanmar: izbucnesc violente antimusulmane
4996	3.8	5 persoane au fost ucise in urma unui presupus atac american cu drone in Pakistan	5 persoane au fost ucise intr-un atac american cu drone in Pakistan
4997	2.0	"Recomandarile ""obligatoriu"" de citit ale The Note pentru vineri, 24 mai 2013"	"Recomandarile ""obligatoriu"" de citit ale The Note pentru marti, 29 octombrie 2013"
4998	0.6	22 de morti intr-un accident minier in sud-vestul Chinei	2 morti, zeci de raniti intr-o explozie in sud-vestul Pakistanului
4999	4.8	Actiunea politiei din New York de pe Twitter se intoarce grav impotriva sa	Campania de pe Twitter a politiei din New York se intoarce impotriva sa
5000	5.0	Operatiunea de cautare a turcilor s-a incheiat cu gasirea ultimilor mineri disparuti	Operatiunea de cautare a turcilor s-a incheiat cu gasirea ultimilor mineri disparuti
5001	1.4	Iranul anticipeaza esecul negocierilor de pace dintre israelieni si palestinieni	S-a ajuns la un acord provizoriu pentru reluarea negocierilor israeliano-palestiniene cu SUA
5002	4.4	Olivia Colman castiga al doilea premiu BAFTA	Premiile Bafta 2013: Olivia Colman primeste doua premii
5003	3.8	Vioara de pe Titanic vanduta cu pretul record de 1.7 milioane de dolari	Vioara de pe Titanic vanduta cu 1.7 milioane de dolari
5004	5.0	Lui Ankeet Chavan i s-a acordat eliberarea conditionata pe cautiune pentru casatorie	Ankeet Chavan eliberat pe cautiune pentru a se putea casatori
5005	3.0	Prima comanda a JAL de la Airbus este lovitura data lui Boeing	Japan Airlines comanda 31 de avioane Airbus A350 evaluate la 9,5 miliarde de dolari
5006	3.0	Sienna Miller depune marturie la procesul de hacking a telefoanelor din Marea Britanie	Sienna Miller ataca presa in legatura cu rapoartele „erotice” la procesul de hacking
5007	2.6	Israelieni ataca 2 palestinieni in zona Ierusalimului	Localnicii i-au batut pe palestinieni in Ierusalim
5008	0.4	UE prelungeste sanctiunile impotriva Rusiei	Nigeria renunta la acuzatiile de trafic de arme aduse marinarilor rusi
5009	0.0	Cuba considera investitiile straine ca avand „un rol major”	Parlamentul voteaza planul de reluare a activitatii guvernului
5010	3.4	Starul din „Glee”, Cory Monteith, gasit mort in camera de hotel	Cory Monteith gasit mort: starul canadian din serialul „Glee” avea doar 31 de ani
5011	4.6	Prim-ministrul Libanului formeaza un cabinet de „unitate nationala”: Prim-ministrul Libanului a format un cabinet la mai mult de 10 luni de la preluarea mandatului, incluzand diverse grupari politice si aplanand disensiunile serioase dintre ele	Beirut: Prim-ministrul Libanului a format ieri un cabinet, la mai mult de 10 luni de la preluarea mandatului, incluzand diverse grupari politice ale caror disensiuni severe sunt pe final
5012	0.6	Presedintele iranian debuteaza pe scena mondiala	Candidatul la presedintia Iranului spune ca sanctiunile occidentale ar trebui incalcate
5013	0.0	Cameron nu este ingrijorat in legatura cu carnea halal	Cercetarile confirma musamalizarea intarzierilor in ingrijirea veteranilor
5014	4.6	Cel mai batran om din lume moare la 116 ani	Cel mai batran om din lume dintotdeaun,a moare la varsta de 116 ani
5015	0.0	Raportul Congresului arata intarzieri ale GM privind rechemarea masinilor	Congres mondial al telefoniei mobile privind smartphone-ul viitorului
5016	2.8	Bilantul mortilor atentatului cu bomba din Liban a ajuns la 47	1 suspect arestat dupa ce explozia unei masini capcana din Lebanon a ucis 45 de oameni
5017	5.0	Liderul de extrema dreapta grec inchis, in asteptarea procesului	Liderul de extrema dreapta grec inchis, in asteptarea procesului
5018	3.2	Patronii unei fabrici din Bangladesh au fost arestati dupa ce numarul mortilor se apropie de 350	Patronii unei fabrici din Bangladesh au fost arestati
5019	3.2	4 soldati egipteni ucisi in ambuscada din Sinai	3 soldati egipteni ucisi in explozia unei masini capcana din Sinai
5020	2.4	Portavionul Beijingului se intoarce din Marea Chinei de Sud	China trimite un portavion in Marea Chinei de Sud
5021	1.8	Instantele din Egipt audiaza cazuri impotriva lui Mubarak si a islamistilor	Instanta judecatoreasca din Egipt il elibereaza temporar pe Mubarak in procesul castigurilor ilicite
5022	2.6	Succesul Moscovei in Crimeea ar putea duce la redesenarea frontierei de est a Ucrainei	Merkel: actiunile rusesti ar putea duce la o catastrofa
5023	5.0	Nelson Mandela moare la 95 de ani	Nelson Mandela moare la varsta de 95 de ani
5024	4.2	Regele belgian Albert al II-lea va renunta la tron in favoarea fiului sau	Regele Albert al II-lea al Belgiei va abdica
5025	4.8	Sef al Gestapo-ului „ingropat in cimitir evreiesc”	Comandant nazist ingropat in cimitir evreiesc
5026	4.6	Elvetienii au votat pentru cel mai mare salariu minim	Elvetienii au votat cel mai mare salariu minim din lume
5027	5.0	Kevin Rudd a fost investit in functia de prim-ministru al Australiei	Rudd a depus juramantul de investire in functia de prim-ministru al Australiei
5028	0.8	Protestatarii din regiunea Donetk captureaza camioane care transporta munitii de rachete guvernamentale	Vino si ia-ma, spune liderul protestului thailandez in timp ce revoltele anti-guvern iau amploare
5029	4.2	Starul din Easy Rider, Karen Black, moare la 74 de ani	Actrita din Easy Rider, Karen Black, moare de cancer
5030	1.2	Bill Roache din Coronation Street a fost arestat	Starurile din Coronation Street sunt incantate de un nou platou de filmare „uimitor”
5031	4.4	Red Sox i-a invins pe Tigers ajungand in World Series	Red Sox a invins cu 5-2 Tigers ajungand in World Series
5032	2.8	Cel putin 22 de morti in urma unui cutremur in China	Cel putin 89 de morti in cutremurele din China
5033	0.2	Stirile sunt domeniul meu	Se lanseaza un nou iPad
5034	0.6	Bilantul victimelor din accidentul de la Glasgow al unui elicopter se ridica la 9	Bilantul mortilor in cutremur urca la 260
5035	4.4	David Beckham se va retrage la finalul sezonului	David Beckham se retrage din fotbal
5036	3.8	Afganistan: un atacator sinucigas ucide opt persoane in explozia unui autobuz militar	Bomba plasata la marginea drumului „ucide opt soldati afgani”
5037	4.6	Presedintele Coreei de Nord, Kim, saluta executia unui unchi influent	Presedintele Coreei de Nord, Kim, aflat in spatele eliminarii unui unchi influent
5038	1.4	UE si Myanmar depun eforturi pentru acordul de protectie a investitiilor	Sondaj: China nu mai este destinatia de top a investitiilor
5039	4.2	Editor al ziarului Tehelka implicat intr-o escrocherie cu agresiuni sexuale	Editor al ziarului Tehelka demisioneaza din cauza acuzatiilor de agresiune sexuala
5040	4.6	Doamna de Fier Margaret Thatcher moare la 87 de ani	Fostul premier britanic, Margaret Thatcher, moare la 87 de ani
5041	2.2	Patru sustinatori ai lui Morsi ucisi in confruntarile violente din Egipt	Mii de sustinatori ai lui Morsi se aduna in Egipt
5042	4.6	ONU condamna uciderea etnicilor dintr-un oras petrolier din Sudanul de Sud	ONU condamna uciderea etnicilor din Sudanul de Sud
5043	2.6	Administratia renunta la apelul in cazul „pastila de a doua zi”	SUA va permite accesul la pastila de a doua zi tinerelor de orice varsta
5044	3.0	Politia trage cu gaz lacrimogen in protestatarii din Bangkok	Politia trage cu gaz lacrimogen in protestatari
5045	3.6	Impuscaturi, proteste la votul din Thailanda	Protestatarii thailandezi perturba votul in avans
5046	2.2	Cotatiile futures din China inchid in scadere - 23 aprilie	Cotatiile futures din China inchid in crestere - 4 decembrie
5047	0.8	Sapte filipinezi ucisi intr-un atac din Yemen	Soldati sirieni ucisi intr-un atac cu bomba
5048	1.4	Israelul incheie atacul aerian, palestinienii critica	Nave israeliene au deschis focul impotriva pescarilor palestinieni
5049	4.4	Protestatarii darama statuia lui Lenin din Kiev	Protestatarii ucraineni darama statuia lui Lenin din Kiev
5050	3.6	Iranul „dejoaca tentativele de sabotaj nuclear”	Iranul afirma ca a detectat urme de sabotaj la o centrala nucleara
5051	3.2	Yuanul chinezesc s-a apreciat fata de dolarul american, ajungand marti la 6.1184	Yuanul chinezesc s-a apreciat fata de dolarul american, ajungand luni la 6.168
5052	1.2	Protestatarii se aduna in Brazilia in ciuda concesiilor	Protestele continua in Ucraina in ciuda concesiilor
5053	4.2	Regina merge la locul unde soldatul londonez a fost atacat	Regina Elisabeta a II-a merge la cazarma soldatului britanic ucis saptamana trecuta
5054	4.2	Trupele din India si China se retrag la granita de facto, intr-o intelegere in ceea ce priveste confruntarea	India declara ca China e de acord sa se retraga la granita de facto, intr-o intelegere in ceea ce priveste confruntarea
5055	2.4	Stare de usurare in Boston dupa ce al doilea suspect a fost arestat	Politia confirma cum a fost capturat suspectul
5056	4.6	Armata siriana recucereste un castel al cruciatilor de la rebeli	Armata siriana recucereste un castel al cruciatilor
5057	5.0	Arabia Saudita va acorda armatei libaneze 3 miliarde de dolari	Arabia Saudita urmeaza sa ofere armatei libaneze 3 milioane de dolari
5058	0.8	Angajati ai Crucii Rosii eliberati in Ucraina	Membri ai Crucii Rosii rapiti in Siria
5059	0.6	Emisarul Siriei spune ca nu vor avea loc negocieri de pace fara participarea opozitiei	Siria: Cameron si Obama muta Occidentul mai aproape de interventie
5060	4.2	Regina va da numele celui mai mare portavion	Regina numeste un portavion gigant
5061	3.4	Militanti bengalezi evadeaza dintr-o duba a politiei in urma unei ambuscade cu bomba	Dubita a politiei din Bangladesh prinsa intr-o ambuscada
5062	3.4	Epava unui avion al companiei Air Algerie ce transporta 116 pasageri a fost gasita in Mali	Epava avionului AH5017 al companiei Air Algerie a fost gasita in Mali
5063	0.6	Palestinienii influenti solicita un singur stat democratic	Liga Araba sustine pozitia palestiniana in negocierile de pace
5064	1.4	Zeci de morti in urma prabusirii unui avion rusesc	Zece morti in urma prabusirii unui avion in Alaska
5065	4.0	Retailerii americani sunt de acord cu pactul de siguranta a fabricilor din Bangladesh	70 de retaileri sunt de acord cu noul pact de siguranta a fabricilor din Bangladesh
5066	3.2	Update live - Incepe sistarea activitatii guvernului american	Activitatea guvernamentala inceteaza in urma disputelor legate de sistemul de sanatate
5067	3.0	Atentator sinucigas ucide 14 oameni in Afganistan	Atentat sinucigas soldat cu un mort in capitala afgana
5068	4.0	China trimite o sonda spatiala si un rover pe luna	China lanseaza prima misiune spatiala a unui rover selenar
5069	1.8	Toti ochii pe calatoria lui Khurshid	Ministrii de finante din UE discuta
5070	3.8	Australia reduce ratele la un nivel minim record	Australia reduce ratele dobanzilor la nivelul minim record de 2,75%
5071	3.2	Agentia chineza de presa acuza intarzieri in cautarea avionului	Zece nave chinezesti in asteptare pentru cautarea avionului
5072	1.6	Rebus clasic - sambata intai iunie	Rebus clasic - sambata douazeci aprilie
5073	3.4	Coreea de Nord a afectuat noi teste balistice, lansand 30 de rachete cu raza scurta de actiune	Coreea de Nord lanseaza rachete cu raza scurta de actiune
5074	5.0	Un diplomat palestinian a murit in urma exploziei din Praga	Diplomat palestinian ucis in explozia din Praga
5075	2.4	Un incepator „a condus feribotul din Coreea de Sud”	Capitanul feribotului sud coreean a fost arestat
5076	1.6	Presedintele Chinei se intalneste cu vicepresedintele Indiei	Presedintele Chinei se intalneste cu secretarul de stat al Statelor Unite
5077	4.6	Tanara Shereka Marsh ucisa in estul Londrei a fost impuscata in gat, a declarat politia	Schimb de focuri in Hackney: tanara Shereka Marsh „a sangerat pana la moarte dupa ce a fost impuscata in gat”
5078	1.6	Bilantul atacului din Nairobi urca la 59	Numarul mortilor in urma violentelor din Egipt creste la 638
5079	4.0	Arca Pacii a Chinei pleaca joi in Filipine	China trimite ajutoare in Filipine
5080	0.0	Disidenti iranieni ucisi in Irak	Franta isi pierde influenta in Europa
5081	0.4	James Gandolfini moare la 51 de ani	Nelson Mandela moare la 95 de ani
5082	4.2	Aproximativ noua milioane de oameni ingropati in datorii	Bomba cu ceas a Marii Britanii: noua milioane de oameni se confrunta cu datorii considerabile
5083	5.0	Update: Doua explozii in apropierea liniei de sosire a maratonului din Boston	Au fost raportate doua explozii la linia de sosire a maratonului din Boston
5084	1.0	Doisprezece morti in urma exploziei unei bombe intr-un tren pakistanez	Cinci morti in urma unui atentat cu bomba in estul Indiei
5085	4.8	Noul Razboi Rece	Un nou Razboi Rece?
5086	5.0	„Doamnele” din Cuba vor primi premiul UE cu 8 ani intarziere	„Doamnele” din Cuba vor primi premiul UE cu 8 ani intarziere
5087	0.6	Paisprezece morti in urma unui acident de autobuz in Brazilia	Accident de parasutism din Arizona soldat cu doi morti
5088	1.8	SUA: Assad a folosit arme chimice impotriva rebelilor sirieni	Assad este de acord sa predea armele chimice
5089	3.4	Bilantul mortilor in urma prabusirii unei cladiri din Bangladesh ajunge la 194	Cel putin 200 de morti in urma prabusirii unei cladiri in Bangladesh
5090	2.8	Tineri israelieni disparuti in Cisiordania	Israelul descopera trupurile a trei adolescenti dati disparuti in Cisiordania
5091	3.4	Presedintele, in doliu dupa moartea lui Mandela	Lumea este in doliu din cauza decesului lui Mandela
5092	3.2	Doua explozii in apropierea ambasadei iraniene din Beirut soldate cu 7 morti	Explozie in apropierea ambasadei iraniene din Beirut
5093	2.2	Actiunile bursei din Singapore deschid luni cu o crestere de 0.31%	Actiunile bursei din Singapore deschid luni in scadere
5094	2.4	Atentator sinucigas ucide 23 de recruti ai armatei irakiene	Atentator sinucigas ucide 23 de recruti ai armatei irakiene in Bagdad
5095	4.6	Clientii cu deficiente de auz dau in judecata cafeneaua Starbucks deoarece sustin ca au fost batjocoriti	Clientii Starbucks dau in judecata cafeneaua din NY deoarece sustin ca au fost batjocoriti din cauza deficientelor de auz
5096	4.8	Mii de oameni evacuati dintr-un metrou din Moscova din cauza unui incendiu	Mii de oameni evacuati dintr-un metrou din Moscova dupa izbucnirea unui incendiu
5097	0.4	38 de oameni ucisi de ploi, viituri in Pakistan	Trei oameni au murit in Brazilia din cauza prabusirii unui stadion
5098	3.0	Sapte oameni ucisi de sustinatori ai siitilor houthi in nordul Yemenului	Cel putin 5 morti in urma unui conflict sectar din nordul Yemenului
5099	0.4	ONU: Iranul a fost exclus din negocierile de pace din Siria	Numerosi morti in urma unui atac aerian sirian
5100	0.4	Kerry a cerut Congresului sa puna capat sistarii activitatii guvernamentale	Congresul Braziliei aproba legislatia referitoare la internet
5101	1.0	Suspectii complotului ce viza un tren din Canada au respins acuzatiile	Canadienii eliberati in Egipt inca nu se pot intoarce acasa
5102	2.8	Separatistii din Ucraina de est cer sa fie anexati Rusiei	Parlamentul Crimeei voteaza pentru anexarea la Rusia
5103	0.0	Rudd a fost investit in functia de prim-ministru al Australiei	Musulmanii se ascund din cauza...sectei
5104	0.0	Rocile selenare indica faptul ca satelitul Pamantului s-a nascut in urma unei coliziuni	Ministru indian decedat intr-o coliziune frontala
5105	5.0	BlackBerry pierde 965 milioane de dolari in trimestrul II	BlackBerry pierde 965 milioane de dolari in trimestrul II
5106	1.6	Egiptul se opune ferm interventiei militare impotriva Siriei	Reactii la perspectiva unei actiuni militare impotriva Siriei
5107	1.8	Ucraina: Rebelii pro-rusi au doborat un avion malaezian	Rusia pregateste contrapropuneri in legatura cu Ucraina
5108	0.4	Abbot: Nicio disputa cu Jakarta in privinta barcilor	Niciun acord legat de dezbaterile din domeniul nuclear in Iran
5109	4.6	SUA considera ca se poate ca Siria sa fi folosit arme chimice	SUA considera ca guvernul sirian a folosit arme chimice
5110	0.0	Cei din opozitie critica discursul presedintelui egiptean	Partidul de opozitie din Pakistan boicoteaza alegerile prezidentiale
5111	1.0	Razboiul din Siria se va prelungi multi ani	Regimul sirian elibeareaza sute de prizonieri
5112	1.0	Rusia sustine ca in Marea Mediterana au fost lansate rachete balistice	Israelul afirma ca a efectuat un test balistic impreuna cu SUA in Mediterana
